model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,CA,small car,1.0,14.0,20.0,16.0,2,No,18
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,FA,small car,1.0,14.0,20.0,16.0,2,No,18
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,CA,small car,1.0,15.0,22.0,17.0,3,No,18
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,FA,small car,1.0,15.0,22.0,17.0,3,No,18
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,CA,small car,1.0,14.0,20.0,16.0,2,No,18
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,FA,small car,1.0,14.0,20.0,16.0,2,No,18
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,CA,small car,1.0,15.0,22.0,17.0,3,No,18
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,FA,small car,1.0,15.0,22.0,17.0,3,No,18
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,13.0,20.0,16.0,2,No,18
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,13.0,20.0,16.0,2,No,18
BMW X1 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,large car,7.0,23.0,32.0,26.0,5,No,18
BMW X1 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,large car,7.0,23.0,32.0,26.0,5,No,18
BMW X1 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,large car,7.0,22.0,31.0,25.0,5,No,18
BMW X1 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,large car,7.0,22.0,31.0,25.0,5,No,18
BMW X4 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,3.0,18.0,25.0,21.0,4,No,18
BMW X4 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,3.0,18.0,25.0,21.0,4,No,18
BMW X4 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small SUV,3.0,20.0,28.0,23.0,5,No,18
BMW X4 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,3.0,20.0,28.0,23.0,5,No,18
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,27.0,33.0,30.0,7,Yes,18
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,27.0,33.0,30.0,7,Yes,18
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,26.0,31.0,28.0,6,No,18
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,26.0,31.0,28.0,6,No,18
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,24.0,30.0,27.0,6,No,18
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,24.0,30.0,27.0,6,No,18
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,CA,midsize car,5.0,25.0,35.0,29.0,6,No,18
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,FA,midsize car,5.0,25.0,35.0,29.0,6,No,18
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,CA,midsize car,5.0,21.0,30.0,24.0,5,No,18
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,FA,midsize car,5.0,21.0,30.0,24.0,5,No,18
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,CA,midsize car,5.0,20.0,29.0,23.0,5,No,18
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,FA,midsize car,5.0,20.0,29.0,23.0,5,No,18
CADILLAC ATS,2.0,4,Man-6,2WD,Gasoline,CA,small car,5.0,20.0,29.0,23.0,5,No,18
CADILLAC ATS,2.0,4,Man-6,2WD,Gasoline,FA,small car,5.0,20.0,29.0,23.0,5,No,18
CADILLAC ATS,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,22.0,31.0,25.0,5,No,18
CADILLAC ATS,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,22.0,31.0,25.0,5,No,18
CADILLAC ATS,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,5.0,22.0,30.0,25.0,5,No,18
CADILLAC ATS,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,5.0,22.0,30.0,25.0,5,No,18
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20.0,30.0,24.0,5,No,18
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20.0,30.0,24.0,5,No,18
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,small car,5.0,19.0,27.0,22.0,4,No,18
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,small car,5.0,19.0,27.0,22.0,4,No,18
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,CA,small car,3.0,16.0,23.0,19.0,3,No,18
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,FA,small car,3.0,16.0,23.0,19.0,3,No,18
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No,18
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No,18
CADILLAC CT6,2.0,4,SemiAuto-8,2WD,Gasoline,CA,large car,5.0,22.0,30.0,25.0,5,No,18
CADILLAC CT6,2.0,4,SemiAuto-8,2WD,Gasoline,FA,large car,5.0,22.0,30.0,25.0,5,No,18
CADILLAC CT6,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,18.0,26.0,21.0,4,No,18
CADILLAC CT6,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,18.0,26.0,21.0,4,No,18
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,CA,large car,5.0,18.0,27.0,21.0,4,No,18
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,FA,large car,5.0,18.0,27.0,21.0,4,No,18
CADILLAC CTS,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,22.0,30.0,25.0,5,No,18
CADILLAC CTS,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,22.0,30.0,25.0,5,No,18
CADILLAC CTS,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,21.0,29.0,24.0,5,No,18
CADILLAC CTS,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,21.0,29.0,24.0,5,No,18
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,16.0,24.0,19.0,3,No,18
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,16.0,24.0,19.0,3,No,18
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,20.0,30.0,24.0,5,No,18
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,20.0,30.0,24.0,5,No,18
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,19.0,27.0,22.0,4,No,18
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,19.0,27.0,22.0,4,No,18
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,CA,midsize car,1.0,14.0,21.0,17.0,3,No,18
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,FA,midsize car,1.0,14.0,21.0,17.0,3,No,18
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3.0,14.0,23.0,17.0,3,No,18
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,FA,standard SUV,3.0,14.0,23.0,17.0,3,No,18
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3.0,14.0,21.0,17.0,3,No,18
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,standard SUV,3.0,14.0,21.0,17.0,3,No,18
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,19.0,26.0,22.0,4,No,18
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,19.0,26.0,22.0,4,No,18
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,18.0,25.0,21.0,4,No,18
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,18.0,25.0,21.0,4,No,18
CHEVROLET Camaro,2.0,4,Man-6,2WD,Gasoline,CA,small car,5.0,20.0,30.0,23.0,5,No,18
CHEVROLET Camaro,2.0,4,Man-6,2WD,Gasoline,FA,small car,5.0,20.0,30.0,23.0,5,No,18
CHEVROLET Camaro,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,22.0,31.0,25.0,5,No,18
CHEVROLET Camaro,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,22.0,31.0,25.0,5,No,18
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,CA,small car,5.0,16.0,28.0,20.0,4,No,18
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,FA,small car,5.0,16.0,28.0,20.0,4,No,18
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,19.0,29.0,23.0,5,No,18
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,19.0,29.0,23.0,5,No,18
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,small car,1.0,14.0,20.0,16.0,2,No,18
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,small car,1.0,14.0,20.0,16.0,2,No,18
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,small car,1.0,16.0,25.0,19.0,3,No,18
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,small car,1.0,16.0,25.0,19.0,3,No,18
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,small car,1.0,13.0,21.0,15.0,2,No,18
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,small car,1.0,13.0,21.0,15.0,2,No,18
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,17.0,27.0,20.0,4,No,18
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,17.0,27.0,20.0,4,No,18
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,CA,pickup,5.0,20.0,26.0,22.0,4,No,18
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,FA,pickup,5.0,20.0,26.0,22.0,4,No,18
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,CA,pickup,5.0,19.0,24.0,21.0,4,No,18
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,FA,pickup,5.0,19.0,24.0,21.0,4,No,18
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,CA,pickup,5.0,20.0,26.0,22.0,4,No,18
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,FA,pickup,5.0,20.0,26.0,22.0,4,No,18
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,pickup,3.0,22.0,30.0,25.0,4,No,18
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,pickup,3.0,22.0,30.0,25.0,4,No,18
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,CA,pickup,3.0,20.0,28.0,23.0,4,No,18
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,FA,pickup,3.0,20.0,28.0,23.0,4,No,18
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,CA,pickup,5.0,18.0,25.0,20.0,4,No,18
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,FA,pickup,5.0,18.0,25.0,20.0,4,No,18
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,CA,special purpose,5.0,15.0,15.0,15.0,2,No,18
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,FA,special purpose,5.0,15.0,15.0,15.0,2,No,18
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,CA,pickup,5.0,17.0,24.0,19.0,3,No,18
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,FA,pickup,5.0,17.0,24.0,19.0,3,No,18
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,CA,pickup,3.0,19.0,22.0,20.0,3,No,18
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,FA,pickup,3.0,19.0,22.0,20.0,3,No,18
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,CA,pickup,5.0,16.0,18.0,17.0,3,No,18
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,FA,pickup,5.0,16.0,18.0,17.0,3,No,18
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,small car,1.0,15.0,22.0,18.0,3,No,18
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,small car,1.0,16.0,25.0,19.0,3,No,18
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,small car,1.0,15.0,22.0,18.0,3,No,18
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,small car,1.0,16.0,25.0,19.0,3,No,18
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,13.0,23.0,16.0,2,No,18
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,15.0,25.0,18.0,3,No,18
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,13.0,23.0,16.0,2,No,18
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,15.0,25.0,18.0,3,No,18
CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,CA,small car,6.0,27.0,40.0,32.0,7,Yes,18
CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,FA,small car,6.0,27.0,40.0,32.0,7,Yes,18
CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small car,6.0,29.0,40.0,33.0,8,Yes,18
CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,29.0,40.0,33.0,8,Yes,18
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,CA,small car,3.0,31.0,47.0,37.0,7,Yes,18
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,FA,small car,3.0,31.0,47.0,37.0,7,Yes,18
CHEVROLET Cruze,1.6,4,Man-6,2WD,Diesel,CA,small car,3.0,30.0,52.0,37.0,7,Yes,18
CHEVROLET Cruze,1.6,4,Man-6,2WD,Diesel,FA,small car,3.0,30.0,52.0,37.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.4,4,Man-6,2WD,Gasoline,CA,midsize car,6.0,27.0,38.0,31.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.4,4,Man-6,2WD,Gasoline,FA,midsize car,6.0,27.0,38.0,31.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,6.0,29.0,38.0,32.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,29.0,38.0,32.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,CA,midsize car,3.0,30.0,45.0,35.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,FA,midsize car,3.0,30.0,45.0,35.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.6,4,Man-6,2WD,Diesel,CA,midsize car,3.0,29.0,48.0,35.0,7,Yes,18
CHEVROLET Cruze Hatchback,1.6,4,Man-6,2WD,Diesel,FA,midsize car,3.0,29.0,48.0,35.0,7,Yes,18
CHEVROLET Cruze Premier,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small car,6.0,29.0,39.0,33.0,8,Yes,18
CHEVROLET Cruze Premier,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,29.0,39.0,33.0,8,Yes,18
CHEVROLET Cruze Premier Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,6.0,28.0,37.0,31.0,7,Yes,18
CHEVROLET Cruze Premier Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,28.0,37.0,31.0,7,Yes,18
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,CA,small SUV,5.0,26.0,32.0,28.0,6,No,18
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,FA,small SUV,5.0,26.0,32.0,28.0,6,No,18
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,CA,small SUV,5.0,24.0,30.0,26.0,5,No,18
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,FA,small SUV,5.0,24.0,30.0,26.0,5,No,18
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,CA,small SUV,3.0,28.0,39.0,32.0,6,No,18
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,FA,small SUV,3.0,28.0,39.0,32.0,6,No,18
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,CA,small SUV,3.0,28.0,38.0,32.0,6,No,18
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,FA,small SUV,3.0,28.0,38.0,32.0,6,No,18
CHEVROLET Equinox,2.0,4,Auto-9,2WD,Gasoline,CA,small SUV,5.0,22.0,29.0,25.0,5,No,18
CHEVROLET Equinox,2.0,4,Auto-9,2WD,Gasoline,FA,small SUV,5.0,22.0,29.0,25.0,5,No,18
CHEVROLET Equinox,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5.0,22.0,28.0,24.0,5,No,18
CHEVROLET Equinox,2.0,4,Auto-9,4WD,Gasoline,FA,small SUV,5.0,22.0,28.0,24.0,5,No,18
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,22.0,30.0,25.0,5,No,18
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,22.0,30.0,25.0,5,No,18
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,19.0,28.0,22.0,4,No,18
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,FA,large car,7.0,19.0,28.0,22.0,4,No,18
CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,CA,midsize car,6.0,27.0,36.0,30.0,7,Yes,18
CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,FA,midsize car,6.0,27.0,36.0,30.0,7,Yes,18
CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,CA,midsize car,7.0,27.0,36.0,30.0,7,Yes,18
CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,FA,midsize car,7.0,27.0,36.0,30.0,7,Yes,18
CHEVROLET Malibu,1.8,4,CVT,2WD,Gasoline,CA,midsize car,3.0,49.0,43.0,46.0,10,Yes,18
CHEVROLET Malibu,1.8,4,CVT,2WD,Gasoline,FA,midsize car,3.0,49.0,43.0,46.0,10,Yes,18
CHEVROLET Malibu,2.0,4,Auto-9,2WD,Gasoline,CA,midsize car,5.0,22.0,32.0,26.0,5,No,18
CHEVROLET Malibu,2.0,4,Auto-9,2WD,Gasoline,FA,midsize car,5.0,22.0,32.0,26.0,5,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,CA,pickup,3.0,16.0,23.0,19.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,CA,special purpose,3.0,15.0,20.0,17.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,FA,pickup,3.0,16.0,23.0,19.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,FA,special purpose,3.0,15.0,20.0,17.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,CA,pickup,3.0,16.0,22.0,18.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,CA,special purpose,3.0,15.0,19.0,17.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,FA,pickup,3.0,16.0,22.0,18.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,FA,special purpose,3.0,15.0,19.0,17.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,18.0,24.0,20.0,4,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,18.0,24.0,20.0,4,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,16.0,22.0,18.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,16.0,22.0,18.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,16.0,21.0,18.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,16.0,21.0,18.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,15.0,20.0,17.0,3,No,18
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,15.0,20.0,17.0,3,No,18
CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,CA,pickup,3.0,15.0,21.0,17.0,3,No,18
CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,FA,pickup,3.0,15.0,21.0,17.0,3,No,18
CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,CA,pickup,3.0,15.0,20.0,17.0,3,No,18
CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,FA,pickup,3.0,15.0,20.0,17.0,3,No,18
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,CA,small car,3.0,28.0,37.0,32.0,7,Yes,18
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,FA,small car,3.0,28.0,37.0,32.0,7,Yes,18
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,27.0,35.0,30.0,7,Yes,18
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,27.0,35.0,30.0,7,Yes,18
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,CA,station wagon,3.0,28.0,37.0,32.0,7,Yes,18
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,FA,station wagon,3.0,28.0,37.0,32.0,7,Yes,18
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,3.0,27.0,35.0,30.0,7,Yes,18
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,FA,station wagon,3.0,27.0,35.0,30.0,7,Yes,18
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,CA,standard SUV,3.0,16.0,23.0,19.0,3,No,18
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,FA,standard SUV,3.0,16.0,23.0,19.0,3,No,18
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,CA,standard SUV,3.0,15.0,22.0,18.0,3,No,18
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,FA,standard SUV,3.0,15.0,22.0,18.0,3,No,18
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,CA,standard SUV,3.0,16.0,23.0,19.0,3,No,18
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,FA,standard SUV,3.0,16.0,23.0,19.0,3,No,18
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,CA,standard SUV,3.0,16.0,22.0,18.0,3,No,18
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,FA,standard SUV,3.0,16.0,22.0,18.0,3,No,18
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3.0,14.0,23.0,17.0,3,No,18
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,FA,standard SUV,3.0,14.0,23.0,17.0,3,No,18
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3.0,14.0,22.0,17.0,3,No,18
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,FA,standard SUV,3.0,14.0,22.0,17.0,3,No,18
CHEVROLET Traverse,3.6,6,SemiAuto-9,2WD,Gasoline,CA,standard SUV,5.0,18.0,27.0,21.0,4,No,18
CHEVROLET Traverse,3.6,6,SemiAuto-9,2WD,Gasoline,FA,standard SUV,5.0,18.0,27.0,21.0,4,No,18
CHEVROLET Traverse,3.6,6,SemiAuto-9,4WD,Gasoline,CA,standard SUV,5.0,17.0,25.0,20.0,4,No,18
CHEVROLET Traverse,3.6,6,SemiAuto-9,4WD,Gasoline,FA,standard SUV,5.0,17.0,25.0,20.0,4,No,18
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,24.0,30.0,27.0,6,No,18
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,24.0,30.0,27.0,6,No,18
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,CA,large car,3.0,19.0,30.0,23.0,5,No,18
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,FA,large car,3.0,19.0,30.0,23.0,5,No,18
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,CA,large car,3.0,18.0,27.0,21.0,4,No,18
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,FA,large car,3.0,18.0,27.0,21.0,4,No,18
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,CA,large car,3.0,16.0,25.0,19.0,3,No,18
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,FA,large car,3.0,16.0,25.0,19.0,3,No,18
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,minivan,3.0,18.0,28.0,22.0,4,No,18
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,minivan,3.0,19.0,28.0,22.0,4,No,18
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,minivan,3.0,18.0,28.0,22.0,4,No,18
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,minivan,3.0,19.0,28.0,22.0,4,No,18
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,CA,midsize car,3.0,19.0,30.0,23.0,5,No,18
